_;wappen_URL;Club;League;League_URL;League1;Value_Nov_1_2010_URL;Value_Nov_1_2010;Current_value_URL;Current_value;_1
,1;https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023;Arsenal FC;;;;https://www.transfermarkt.com/fc-arsenal/kader/verein/11/saison_id/2014;€414.75m;https://www.transfermarkt.com/arsenal-fc/kader/verein/11/saison_id/2023;€1.21bn;-
,2;https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023;Manchester City;;;;https://www.transfermarkt.com/manchester-city/kader/verein/281/saison_id/2014;€448.25m;https://www.transfermarkt.com/manchester-city/kader/verein/281/saison_id/2023;€1.18bn;-
,3;https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023;Chelsea FC;;;;https://www.transfermarkt.com/fc-chelsea/kader/verein/631/saison_id/2014;€557.25m;https://www.transfermarkt.com/chelsea-fc/kader/verein/631/saison_id/2023;€879.50m;-
,4;https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023;Liverpool FC;;;;https://www.transfermarkt.com/fc-liverpool/kader/verein/31/saison_id/2014;€324.85m;https://www.transfermarkt.com/liverpool-fc/kader/verein/31/saison_id/2023;€846.80m;-
,5;https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023;Manchester United;;;;https://www.transfermarkt.com/manchester-united/kader/verein/985/saison_id/2014;€505.40m;https://www.transfermarkt.com/manchester-united/kader/verein/985/saison_id/2023;€845.30m;-
,6;https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023;Tottenham Hotspur;;;;https://www.transfermarkt.com/tottenham-hotspur/kader/verein/148/saison_id/2014;€304.15m;https://www.transfermarkt.com/tottenham-hotspur/kader/verein/148/saison_id/2023;€773.30m;-
,7;https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2023;Newcastle United;;;;https://www.transfermarkt.com/newcastle-united/kader/verein/762/saison_id/2014;€140.00m;https://www.transfermarkt.com/newcastle-united/kader/verein/762/saison_id/2023;€615.10m;-
,8;https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023;Aston Villa;;;;https://www.transfermarkt.com/aston-villa/kader/verein/405/saison_id/2014;€114.25m;https://www.transfermarkt.com/aston-villa/kader/verein/405/saison_id/2023;€591.50m;-
,9;https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2023;Brighton & Hove Albion;;;;https://www.transfermarkt.com/brighton-amp-hove-albion/kader/verein/1237/saison_id/2014;€34.10m;https://www.transfermarkt.com/brighton-amp-hove-albion/kader/verein/1237/saison_id/2023;€455.65m;-
,10;https://www.transfermarkt.com/fc-brentford/startseite/verein/1148/saison_id/2023;Brentford FC;;;;https://www.transfermarkt.com/fc-brentford/kader/verein/1148/saison_id/2014;€20.23m;https://www.transfermarkt.com/brentford-fc/kader/verein/1148/saison_id/2023;€393.80m;-
,11;https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2023;Wolverhampton Wanderers;;;;https://www.transfermarkt.com/wolverhampton-wanderers/kader/verein/543/saison_id/2014;€27.45m;https://www.transfermarkt.com/wolverhampton-wanderers/kader/verein/543/saison_id/2023;€367.18m;-
,12;https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2023;Everton FC;;;;https://www.transfermarkt.com/fc-everton/kader/verein/29/saison_id/2014;€182.85m;https://www.transfermarkt.com/everton-fc/kader/verein/29/saison_id/2023;€365.15m;-
,13;https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2023;West Ham United;;;;https://www.transfermarkt.com/west-ham-united/kader/verein/379/saison_id/2014;€135.90m;https://www.transfermarkt.com/west-ham-united/kader/verein/379/saison_id/2023;€362.90m;-
,14;https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2023;Nottingham Forest;;;;https://www.transfermarkt.com/nottingham-forest/kader/verein/703/saison_id/2014;€53.80m;https://www.transfermarkt.com/nottingham-forest/kader/verein/703/saison_id/2023;€335.48m;-
,15;https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2023;Crystal Palace;;;;https://www.transfermarkt.com/crystal-palace/kader/verein/873/saison_id/2014;€97.25m;https://www.transfermarkt.com/crystal-palace/kader/verein/873/saison_id/2023;€299.45m;-
,16;https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2023;AFC Bournemouth;;;;https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/saison_id/2014;€25.53m;https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/saison_id/2023;€271.00m;-
,17;https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2023;Fulham FC;;;;https://www.transfermarkt.com/fc-fulham/kader/verein/931/saison_id/2014;€42.40m;https://www.transfermarkt.com/fulham-fc/kader/verein/931/saison_id/2023;€249.00m;-
,18;https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2023;Burnley FC;;;;https://www.transfermarkt.com/fc-burnley/kader/verein/1132/saison_id/2014;€42.40m;https://www.transfermarkt.com/burnley-fc/kader/verein/1132/saison_id/2023;€190.85m;-
,19;https://www.transfermarkt.com/sheffield-united/startseite/verein/350/saison_id/2023;Sheffield United;;;;https://www.transfermarkt.com/sheffield-united/kader/verein/350/saison_id/2014;-;https://www.transfermarkt.com/sheffield-united/kader/verein/350/saison_id/2023;€104.50m;-
,20;https://www.transfermarkt.com/luton-town/startseite/verein/1031/saison_id/2023;Luton Town;;;;https://www.transfermarkt.com/luton-town/kader/verein/1031/saison_id/2014;-;https://www.transfermarkt.com/luton-town/kader/verein/1031/saison_id/2023;€50.50m;-
,1;https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023;Arsenal FC;Premier League;;;https://www.transfermarkt.com/fc-arsenal/kader/verein/11/saison_id/2015;€402.00m;https://www.transfermarkt.com/arsenal-fc/kader/verein/11/saison_id/2023;€1.21bn;199.9 %
,2;https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023;Manchester City;Premier League;;;https://www.transfermarkt.com/manchester-city/kader/verein/281/saison_id/2015;€480.85m;https://www.transfermarkt.com/manchester-city/kader/verein/281/saison_id/2023;€1.18bn;145.8 %
,3;https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023;Chelsea FC;Premier League;;;https://www.transfermarkt.com/fc-chelsea/kader/verein/631/saison_id/2015;€532.75m;https://www.transfermarkt.com/chelsea-fc/kader/verein/631/saison_id/2023;€879.50m;65.1 %
,4;https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023;Liverpool FC;Premier League;;;https://www.transfermarkt.com/fc-liverpool/kader/verein/31/saison_id/2015;€334.25m;https://www.transfermarkt.com/liverpool-fc/kader/verein/31/saison_id/2023;€846.80m;153.3 %
,5;https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023;Manchester United;Premier League;;;https://www.transfermarkt.com/manchester-united/kader/verein/985/saison_id/2015;€369.25m;https://www.transfermarkt.com/manchester-united/kader/verein/985/saison_id/2023;€845.30m;128.9 %
,6;https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023;Tottenham Hotspur;Premier League;;;https://www.transfermarkt.com/tottenham-hotspur/kader/verein/148/saison_id/2015;€298.00m;https://www.transfermarkt.com/tottenham-hotspur/kader/verein/148/saison_id/2023;€773.30m;159.5 %
,7;https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2023;Newcastle United;Premier League;;;https://www.transfermarkt.com/newcastle-united/kader/verein/762/saison_id/2015;€158.50m;https://www.transfermarkt.com/newcastle-united/kader/verein/762/saison_id/2023;€615.10m;288.1 %
,8;https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023;Aston Villa;Premier League;;;https://www.transfermarkt.com/aston-villa/kader/verein/405/saison_id/2015;€102.05m;https://www.transfermarkt.com/aston-villa/kader/verein/405/saison_id/2023;€591.50m;479.6 %
,9;https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2023;Brighton & Hove Albion;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/brighton-amp-hove-albion/kader/verein/1237/saison_id/2015;€26.50m;https://www.transfermarkt.com/brighton-amp-hove-albion/kader/verein/1237/saison_id/2023;€455.65m;1619.4 %
,10;https://www.transfermarkt.com/fc-brentford/startseite/verein/1148/saison_id/2023;Brentford FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/fc-brentford/kader/verein/1148/saison_id/2015;€21.88m;https://www.transfermarkt.com/brentford-fc/kader/verein/1148/saison_id/2023;€393.80m;1700.2 %
,11;https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2023;Wolverhampton Wanderers;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/wolverhampton-wanderers/kader/verein/543/saison_id/2015;€21.70m;https://www.transfermarkt.com/wolverhampton-wanderers/kader/verein/543/saison_id/2023;€367.18m;1592.1 %
,12;https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2023;Everton FC;Premier League;;;https://www.transfermarkt.com/fc-everton/kader/verein/29/saison_id/2015;€179.80m;https://www.transfermarkt.com/everton-fc/kader/verein/29/saison_id/2023;€365.15m;103.1 %
,13;https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2023;West Ham United;Premier League;;;https://www.transfermarkt.com/west-ham-united/kader/verein/379/saison_id/2015;€139.50m;https://www.transfermarkt.com/west-ham-united/kader/verein/379/saison_id/2023;€362.90m;160.1 %
,14;https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2023;Nottingham Forest;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/nottingham-forest/kader/verein/703/saison_id/2015;€37.80m;https://www.transfermarkt.com/nottingham-forest/kader/verein/703/saison_id/2023;€335.48m;787.5 %
,15;https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2023;Crystal Palace;Premier League;;;https://www.transfermarkt.com/crystal-palace/kader/verein/873/saison_id/2015;€120.25m;https://www.transfermarkt.com/crystal-palace/kader/verein/873/saison_id/2023;€299.45m;149.0 %
,16;https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2023;AFC Bournemouth;Premier League;;;https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/saison_id/2015;€49.00m;https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/saison_id/2023;€271.00m;453.1 %
,17;https://www.transfermarkt.com/fc-fulham/startseite/verein/931/saison_id/2023;Fulham FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/fc-fulham/kader/verein/931/saison_id/2015;€28.60m;https://www.transfermarkt.com/fulham-fc/kader/verein/931/saison_id/2023;€249.00m;770.6 %
,18;https://www.transfermarkt.com/fc-burnley/startseite/verein/1132/saison_id/2023;Burnley FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/fc-burnley/kader/verein/1132/saison_id/2015;€38.40m;https://www.transfermarkt.com/burnley-fc/kader/verein/1132/saison_id/2023;€190.85m;397.0 %
,19;https://www.transfermarkt.com/sheffield-united/startseite/verein/350/saison_id/2023;Sheffield United;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB3;League One;https://www.transfermarkt.com/sheffield-united/kader/verein/350/saison_id/2015;€11.60m;https://www.transfermarkt.com/sheffield-united/kader/verein/350/saison_id/2023;€104.50m;800.9 %
,20;https://www.transfermarkt.com/luton-town/startseite/verein/1031/saison_id/2023;Luton Town;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB4;League Two;https://www.transfermarkt.com/luton-town/kader/verein/1031/saison_id/2015;€5.10m;https://www.transfermarkt.com/luton-town/kader/verein/1031/saison_id/2023;€50.50m;890.2 %
,1;https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2023;Arsenal FC;Premier League;;;https://www.transfermarkt.com/fc-arsenal/kader/verein/11/saison_id/2016;€468.50m;https://www.transfermarkt.com/arsenal-fc/kader/verein/11/saison_id/2023;€1.21bn;157.3 %
,2;https://www.transfermarkt.com/manchester-city/startseite/verein/281/saison_id/2023;Manchester City;Premier League;;;https://www.transfermarkt.com/manchester-city/kader/verein/281/saison_id/2016;€518.00m;https://www.transfermarkt.com/manchester-city/kader/verein/281/saison_id/2023;€1.18bn;128.1 %
,3;https://www.transfermarkt.com/fc-chelsea/startseite/verein/631/saison_id/2023;Chelsea FC;Premier League;;;https://www.transfermarkt.com/fc-chelsea/kader/verein/631/saison_id/2016;€517.30m;https://www.transfermarkt.com/chelsea-fc/kader/verein/631/saison_id/2023;€879.50m;70.0 %
,4;https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2023;Liverpool FC;Premier League;;;https://www.transfermarkt.com/fc-liverpool/kader/verein/31/saison_id/2016;€387.20m;https://www.transfermarkt.com/liverpool-fc/kader/verein/31/saison_id/2023;€846.80m;118.7 %
,5;https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2023;Manchester United;Premier League;;;https://www.transfermarkt.com/manchester-united/kader/verein/985/saison_id/2016;€534.25m;https://www.transfermarkt.com/manchester-united/kader/verein/985/saison_id/2023;€845.30m;58.2 %
,6;https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2023;Tottenham Hotspur;Premier League;;;https://www.transfermarkt.com/tottenham-hotspur/kader/verein/148/saison_id/2016;€365.50m;https://www.transfermarkt.com/tottenham-hotspur/kader/verein/148/saison_id/2023;€773.30m;111.6 %
,7;https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2023;Newcastle United;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/newcastle-united/kader/verein/762/saison_id/2016;€120.80m;https://www.transfermarkt.com/newcastle-united/kader/verein/762/saison_id/2023;€615.10m;409.2 %
,8;https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2023;Aston Villa;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/aston-villa/kader/verein/405/saison_id/2016;€84.95m;https://www.transfermarkt.com/aston-villa/kader/verein/405/saison_id/2023;€591.50m;596.3 %
,9;https://www.transfermarkt.com/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2023;Brighton & Hove Albion;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/brighton-amp-hove-albion/kader/verein/1237/saison_id/2016;€39.25m;https://www.transfermarkt.com/brighton-amp-hove-albion/kader/verein/1237/saison_id/2023;€455.65m;1060.9 %
,10;https://www.transfermarkt.com/fc-brentford/startseite/verein/1148/saison_id/2023;Brentford FC;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/fc-brentford/kader/verein/1148/saison_id/2016;€18.70m;https://www.transfermarkt.com/brentford-fc/kader/verein/1148/saison_id/2023;€393.80m;2005.9 %
,11;https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2023;Wolverhampton Wanderers;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/wolverhampton-wanderers/kader/verein/543/saison_id/2016;€46.45m;https://www.transfermarkt.com/wolverhampton-wanderers/kader/verein/543/saison_id/2023;€367.18m;690.5 %
,12;https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2023;Everton FC;Premier League;;;https://www.transfermarkt.com/fc-everton/kader/verein/29/saison_id/2016;€239.25m;https://www.transfermarkt.com/everton-fc/kader/verein/29/saison_id/2023;€365.15m;52.6 %
,13;https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2023;West Ham United;Premier League;;;https://www.transfermarkt.com/west-ham-united/kader/verein/379/saison_id/2016;€241.50m;https://www.transfermarkt.com/west-ham-united/kader/verein/379/saison_id/2023;€362.90m;50.3 %
,14;https://www.transfermarkt.com/nottingham-forest/startseite/verein/703/saison_id/2023;Nottingham Forest;Championship;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB1/plus/GB2;Championship;https://www.transfermarkt.com/nottingham-forest/kader/verein/703/saison_id/2016;€35.60m;https://www.transfermarkt.com/nottingham-forest/kader/verein/703/saison_id/2023;€335.48m;842.3 %
,15;https://www.transfermarkt.com/crystal-palace/startseite/verein/873/saison_id/2023;Crystal Palace;Premier League;;;https://www.transfermarkt.com/crystal-palace/kader/verein/873/saison_id/2016;€157.75m;https://www.transfermarkt.com/crystal-palace/kader/verein/873/saison_id/2023;€299.45m;89.8 %
