_,Club_URL,Club,Expenditure,Arrivals_URL,Arrivals,Income,Departures,Balance
"
  ,3
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/saison_id/2005,Arsenal FC,€46.00m,https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/w_s//pos//saison_id/2005,17,€25.00m,18,€-21.00m
"
  ,4
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/saison_id/2005,Liverpool FC,€44.06m,https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/w_s//pos//saison_id/2005,26,€19.04m,26,€-25.02m
"
  ,5
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/saison_id/2005,Tottenham Hotspur,€36.51m,https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/w_s//pos//saison_id/2005,25,€25.45m,25,€-11.06m
"
  ,6
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-everton/transfers/verein/29/saison_id/2005,Everton FC,€32.53m,https://www.transfermarkt.com/fc-everton/transfers/verein/29/w_s//pos//saison_id/2005,16,€7.00m,13,€-25.53m
"
  ,7
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-united/transfers/verein/985/saison_id/2005,Manchester United,€31.80m,https://www.transfermarkt.com/manchester-united/transfers/verein/985/w_s//pos//saison_id/2005,24,€7.90m,27,€-23.90m
"
  ,8
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-ham-united/transfers/verein/379/saison_id/2005,West Ham United,€21.59m,https://www.transfermarkt.com/west-ham-united/transfers/verein/379/w_s//pos//saison_id/2005,32,€550k,30,€-21.04m
"
  ,9
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/saison_id/2005,Portsmouth FC,€18.78m,https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/w_s//pos//saison_id/2005,39,€12.15m,35,€-6.63m
"
  ,10
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/aston-villa/transfers/verein/405/saison_id/2005,Aston Villa,€16.54m,https://www.transfermarkt.com/aston-villa/transfers/verein/405/w_s//pos//saison_id/2005,16,€6.40m,15,€-10.14m
"
  ,11
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/saison_id/2005,Wigan Athletic,€15.77m,https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/w_s//pos//saison_id/2005,17,€5.63m,18,€-10.15m
"
  ,12
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-bromwich-albion/transfers/verein/984/saison_id/2005,West Bromwich Albion,€15.30m,https://www.transfermarkt.com/west-bromwich-albion/transfers/verein/984/w_s//pos//saison_id/2005,16,€9.08m,17,€-6.23m
"
  ,13
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/saison_id/2005,Middlesbrough FC,€13.96m,https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/w_s//pos//saison_id/2005,18,-,12,€-13.96m
"
  ,14
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-city/transfers/verein/281/saison_id/2005,Manchester City,€12.48m,https://www.transfermarkt.com/manchester-city/transfers/verein/281/w_s//pos//saison_id/2005,13,€32.50m,12,€20.03m
"
  ,15
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/saison_id/2005,Blackburn Rovers,€9.40m,https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/w_s//pos//saison_id/2005,23,€2.70m,25,€-6.70m
"
  ,16
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/charlton-athletic/transfers/verein/358/saison_id/2005,Charlton Athletic,€9.10m,https://www.transfermarkt.com/charlton-athletic/transfers/verein/358/w_s//pos//saison_id/2005,31,€5.71m,22,€-3.39m
"
  ,17
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/birmingham-city/transfers/verein/337/saison_id/2005,Birmingham City,€8.10m,https://www.transfermarkt.com/birmingham-city/transfers/verein/337/w_s//pos//saison_id/2005,31,€7.95m,27,€-150k
"
  ,18
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-fulham/transfers/verein/931/saison_id/2005,Fulham FC,€6.55m,https://www.transfermarkt.com/fc-fulham/transfers/verein/931/w_s//pos//saison_id/2005,24,€4.63m,24,€-1.93m
"
  ,19
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/saison_id/2005,Bolton Wanderers,€6.20m,https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/w_s//pos//saison_id/2005,14,-,15,€-6.20m
"
  ,20
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/saison_id/2005,Sunderland AFC,€5.93m,https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/w_s//pos//saison_id/2005,24,€1.43m,25,€-4.50m
"
  ,1
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/saison_id/2006,Chelsea FC,€88.98m,https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/w_s//pos//saison_id/2006,18,€52.60m,17,€-36.38m
"
  ,2
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-ham-united/transfers/verein/379/saison_id/2006,West Ham United,€69.85m,https://www.transfermarkt.com/west-ham-united/transfers/verein/379/w_s//pos//saison_id/2006,22,€6.75m,22,€-63.10m
"
  ,3
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/saison_id/2006,Tottenham Hotspur,€61.00m,https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/w_s//pos//saison_id/2006,19,€38.65m,22,€-22.35m
"
  ,4
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/saison_id/2006,Liverpool FC,€46.00m,https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/w_s//pos//saison_id/2006,27,€24.73m,27,€-21.28m
"
  ,5
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/newcastle-united/transfers/verein/762/saison_id/2006,Newcastle United,€31.88m,https://www.transfermarkt.com/newcastle-united/transfers/verein/762/w_s//pos//saison_id/2006,11,€11.18m,13,€-20.70m
"
  ,6
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/saison_id/2006,Wigan Athletic,€29.38m,https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/w_s//pos//saison_id/2006,23,€24.33m,24,€-5.05m
"
  ,7
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-united/transfers/verein/985/saison_id/2006,Manchester United,€27.20m,https://www.transfermarkt.com/manchester-united/transfers/verein/985/w_s//pos//saison_id/2006,23,€18.00m,26,€-9.20m
"
  ,8
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/aston-villa/transfers/verein/405/saison_id/2006,Aston Villa,€24.70m,https://www.transfermarkt.com/aston-villa/transfers/verein/405/w_s//pos//saison_id/2006,18,€1.83m,16,€-22.88m
"
  ,9
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/charlton-athletic/transfers/verein/358/saison_id/2006,Charlton Athletic,€21.65m,https://www.transfermarkt.com/charlton-athletic/transfers/verein/358/w_s//pos//saison_id/2006,33,€2.28m,35,€-19.38m
"
  ,10
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/sheffield-united/transfers/verein/350/saison_id/2006,Sheffield United,€18.03m,https://www.transfermarkt.com/sheffield-united/transfers/verein/350/w_s//pos//saison_id/2006,39,€3.33m,37,€-14.70m
"
  ,11
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/saison_id/2006,Blackburn Rovers,€17.98m,https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/w_s//pos//saison_id/2006,27,€16.91m,24,€-1.07m
"
  ,12
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-everton/transfers/verein/29/saison_id/2006,Everton FC,€17.90m,https://www.transfermarkt.com/fc-everton/transfers/verein/29/w_s//pos//saison_id/2006,13,€2.50m,15,€-15.40m
"
  ,13
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/saison_id/2006,Bolton Wanderers,€17.00m,https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/w_s//pos//saison_id/2006,20,€3.85m,16,€-13.15m
"
  ,14
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/saison_id/2006,Arsenal FC,€15.00m,https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/w_s//pos//saison_id/2006,15,€12.93m,18,€-2.08m
"
  ,15
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-fulham/transfers/verein/931/saison_id/2006,Fulham FC,€13.80m,https://www.transfermarkt.com/fc-fulham/transfers/verein/931/w_s//pos//saison_id/2006,19,€10.52m,23,€-3.29m
"
  ,16
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/saison_id/2006,Middlesbrough FC,€11.30m,https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/w_s//pos//saison_id/2006,21,€4.68m,23,€-6.63m
"
  ,17
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-watford/transfers/verein/1010/saison_id/2006,Watford FC,€10.48m,https://www.transfermarkt.com/fc-watford/transfers/verein/1010/w_s//pos//saison_id/2006,32,€13.50m,21,€3.03m
"
  ,18
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-reading/transfers/verein/1032/saison_id/2006,Reading FC,€9.23m,https://www.transfermarkt.com/fc-reading/transfers/verein/1032/w_s//pos//saison_id/2006,27,-,17,€-9.23m
"
  ,19
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/saison_id/2006,Portsmouth FC,€9.10m,https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/w_s//pos//saison_id/2006,28,€1.25m,31,€-7.85m
"
  ,20
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-city/transfers/verein/281/saison_id/2006,Manchester City,€6.50m,https://www.transfermarkt.com/manchester-city/transfers/verein/281/w_s//pos//saison_id/2006,20,€4.20m,22,€-2.30m
"
  ,1
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-united/transfers/verein/985/saison_id/2007,Manchester United,€106.50m,https://www.transfermarkt.com/manchester-united/transfers/verein/985/w_s//pos//saison_id/2007,25,€46.60m,22,€-59.90m
"
  ,2
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/saison_id/2007,Tottenham Hotspur,€94.15m,https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/w_s//pos//saison_id/2007,26,€22.55m,21,€-71.60m
"
  ,3
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/saison_id/2007,Liverpool FC,€90.70m,https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/w_s//pos//saison_id/2007,26,€46.75m,26,€-43.95m
"
  ,4
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-city/transfers/verein/281/saison_id/2007,Manchester City,€77.95m,https://www.transfermarkt.com/manchester-city/transfers/verein/281/w_s//pos//saison_id/2007,31,€10.56m,26,€-67.39m
"
  ,5
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/saison_id/2007,Sunderland AFC,€64.32m,https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/w_s//pos//saison_id/2007,31,€3.20m,21,€-61.12m
"
  ,6
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/saison_id/2007,Chelsea FC,€59.00m,https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/w_s//pos//saison_id/2007,20,€43.65m,16,€-15.35m
"
  ,7
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/saison_id/2007,Portsmouth FC,€58.64m,https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/w_s//pos//saison_id/2007,27,€23.38m,25,€-35.27m
"
  ,8
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/saison_id/2007,Middlesbrough FC,€50.60m,https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/w_s//pos//saison_id/2007,21,€30.23m,23,€-20.38m
"
  ,9
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-fulham/transfers/verein/931/saison_id/2007,Fulham FC,€50.43m,https://www.transfermarkt.com/fc-fulham/transfers/verein/931/w_s//pos//saison_id/2007,38,€19.50m,27,€-30.93m
"
  ,10
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-ham-united/transfers/verein/379/saison_id/2007,West Ham United,€47.15m,https://www.transfermarkt.com/west-ham-united/transfers/verein/379/w_s//pos//saison_id/2007,18,€42.00m,17,€-5.15m
"
  ,11
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/newcastle-united/transfers/verein/762/saison_id/2007,Newcastle United,€37.85m,https://www.transfermarkt.com/newcastle-united/transfers/verein/762/w_s//pos//saison_id/2007,19,€31.70m,17,€-6.15m
"
  ,12
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-everton/transfers/verein/29/saison_id/2007,Everton FC,€37.55m,https://www.transfermarkt.com/fc-everton/transfers/verein/29/w_s//pos//saison_id/2007,16,€14.80m,16,€-22.75m
"
  ,13
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/saison_id/2007,Arsenal FC,€30.95m,https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/w_s//pos//saison_id/2007,17,€56.73m,18,€25.78m
"
  ,14
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/birmingham-city/transfers/verein/337/saison_id/2007,Birmingham City,€29.30m,https://www.transfermarkt.com/birmingham-city/transfers/verein/337/w_s//pos//saison_id/2007,30,€8.48m,29,€-20.83m
"
  ,15
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/aston-villa/transfers/verein/405/saison_id/2007,Aston Villa,€24.90m,https://www.transfermarkt.com/aston-villa/transfers/verein/405/w_s//pos//saison_id/2007,11,€17.90m,16,€-7.00m
"
  ,16
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/derby-county/transfers/verein/22/saison_id/2007,Derby County,€22.68m,https://www.transfermarkt.com/derby-county/transfers/verein/22/w_s//pos//saison_id/2007,30,€5.24m,28,€-17.44m
"
  ,17
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/saison_id/2007,Bolton Wanderers,€22.35m,https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/w_s//pos//saison_id/2007,25,€21.97m,23,€-384k
"
  ,18
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/saison_id/2007,Wigan Athletic,€17.90m,https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/w_s//pos//saison_id/2007,25,€17.83m,21,€-75k
"
  ,19
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-reading/transfers/verein/1032/saison_id/2007,Reading FC,€12.10m,https://www.transfermarkt.com/fc-reading/transfers/verein/1032/w_s//pos//saison_id/2007,40,€5.70m,35,€-6.40m
"
  ,20
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/saison_id/2007,Blackburn Rovers,€6.20m,https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/w_s//pos//saison_id/2007,19,€3.98m,18,€-2.23m
"
  ,1
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-city/transfers/verein/281/saison_id/2008,Manchester City,€157.35m,https://www.transfermarkt.com/manchester-city/transfers/verein/281/w_s//pos//saison_id/2008,26,€26.50m,18,€-130.85m
"
  ,2
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/saison_id/2008,Tottenham Hotspur,€143.95m,https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/w_s//pos//saison_id/2008,34,€88.05m,35,€-55.90m
"
  ,3
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/saison_id/2008,Liverpool FC,€71.45m,https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/w_s//pos//saison_id/2008,29,€46.45m,29,€-25.00m
"
  ,4
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/aston-villa/transfers/verein/405/saison_id/2008,Aston Villa,€55.90m,https://www.transfermarkt.com/aston-villa/transfers/verein/405/w_s//pos//saison_id/2008,19,€7.52m,15,€-48.38m
"
  ,5
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-united/transfers/verein/985/saison_id/2008,Manchester United,€45.25m,https://www.transfermarkt.com/manchester-united/transfers/verein/985/w_s//pos//saison_id/2008,16,€7.45m,17,€-37.80m
"
  ,6
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/saison_id/2008,Arsenal FC,€40.15m,https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/w_s//pos//saison_id/2008,15,€25.80m,11,€-14.35m
"
  ,7
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/newcastle-united/transfers/verein/762/saison_id/2008,Newcastle United,€35.48m,https://www.transfermarkt.com/newcastle-united/transfers/verein/762/w_s//pos//saison_id/2008,22,€41.40m,15,€5.93m
"
  ,8
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/stoke-city/transfers/verein/512/saison_id/2008,Stoke City,€33.95m,https://www.transfermarkt.com/stoke-city/transfers/verein/512/w_s//pos//saison_id/2008,24,€765k,19,€-33.19m
"
  ,9
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/saison_id/2008,Sunderland AFC,€33.11m,https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/w_s//pos//saison_id/2008,34,€11.15m,34,€-21.96m
"
  ,10
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/saison_id/2008,Chelsea FC,€30.50m,https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/w_s//pos//saison_id/2008,15,€44.55m,17,€14.05m
"
  ,11
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/saison_id/2008,Portsmouth FC,€28.20m,https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/w_s//pos//saison_id/2008,29,€54.15m,24,€25.95m
"
  ,12
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-fulham/transfers/verein/931/saison_id/2008,Fulham FC,€26.85m,https://www.transfermarkt.com/fc-fulham/transfers/verein/931/w_s//pos//saison_id/2008,29,€16.33m,39,€-10.53m
"
  ,13
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-everton/transfers/verein/29/saison_id/2008,Everton FC,€25.08m,https://www.transfermarkt.com/fc-everton/transfers/verein/29/w_s//pos//saison_id/2008,14,€13.30m,10,€-11.78m
"
  ,14
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-bromwich-albion/transfers/verein/984/saison_id/2008,West Bromwich Albion,€24.32m,https://www.transfermarkt.com/west-bromwich-albion/transfers/verein/984/w_s//pos//saison_id/2008,21,€10.25m,20,€-14.07m
"
  ,15
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/saison_id/2008,Wigan Athletic,€24.10m,https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/w_s//pos//saison_id/2008,22,€24.50m,27,€400k
"
  ,16
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/saison_id/2008,Bolton Wanderers,€23.70m,https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/w_s//pos//saison_id/2008,14,€10.88m,16,€-12.83m
"
  ,17
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/hull-city/transfers/verein/3008/saison_id/2008,Hull City,€17.95m,https://www.transfermarkt.com/hull-city/transfers/verein/3008/w_s//pos//saison_id/2008,26,-,18,€-17.95m
"
  ,18
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-ham-united/transfers/verein/379/saison_id/2008,West Ham United,€16.00m,https://www.transfermarkt.com/west-ham-united/transfers/verein/379/w_s//pos//saison_id/2008,27,€68.83m,25,€52.83m
"
  ,19
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/saison_id/2008,Middlesbrough FC,€12.80m,https://www.transfermarkt.com/fc-middlesbrough/transfers/verein/641/w_s//pos//saison_id/2008,18,€8.72m,18,€-4.08m
"
  ,20
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/saison_id/2008,Blackburn Rovers,€11.68m,https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/w_s//pos//saison_id/2008,25,€26.50m,26,€14.82m
"
  ,1
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-city/transfers/verein/281/saison_id/2009,Manchester City,€147.30m,https://www.transfermarkt.com/manchester-city/transfers/verein/281/w_s//pos//saison_id/2009,22,€29.20m,28,€-118.10m
"
  ,2
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/aston-villa/transfers/verein/405/saison_id/2009,Aston Villa,€46.90m,https://www.transfermarkt.com/aston-villa/transfers/verein/405/w_s//pos//saison_id/2009,21,€22.10m,16,€-24.80m
"
  ,3
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/saison_id/2009,Sunderland AFC,€46.10m,https://www.transfermarkt.com/afc-sunderland/transfers/verein/289/w_s//pos//saison_id/2009,23,€21.28m,29,€-24.83m
"
  ,4
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/saison_id/2009,Liverpool FC,€43.50m,https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/w_s//pos//saison_id/2009,21,€48.55m,26,€5.05m
"
  ,5
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/saison_id/2009,Tottenham Hotspur,€40.30m,https://www.transfermarkt.com/tottenham-hotspur/transfers/verein/148/w_s//pos//saison_id/2009,32,€31.70m,31,€-8.60m
"
  ,6
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/saison_id/2009,Chelsea FC,€30.00m,https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/w_s//pos//saison_id/2009,16,€3.80m,12,€-26.20m
"
  ,7
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-united/transfers/verein/985/saison_id/2009,Manchester United,€27.30m,https://www.transfermarkt.com/manchester-united/transfers/verein/985/w_s//pos//saison_id/2009,17,€104.47m,17,€77.17m
"
  ,8
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/stoke-city/transfers/verein/512/saison_id/2009,Stoke City,€26.05m,https://www.transfermarkt.com/stoke-city/transfers/verein/512/w_s//pos//saison_id/2009,23,€6.50m,23,€-19.55m
"
  ,9
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-everton/transfers/verein/29/saison_id/2009,Everton FC,€23.30m,https://www.transfermarkt.com/fc-everton/transfers/verein/29/w_s//pos//saison_id/2009,15,€28.34m,15,€5.04m
"
  ,10
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/west-ham-united/transfers/verein/379/saison_id/2009,West Ham United,€21.65m,https://www.transfermarkt.com/west-ham-united/transfers/verein/379/w_s//pos//saison_id/2009,23,€41.30m,26,€19.65m
"
  ,11
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/birmingham-city/transfers/verein/337/saison_id/2009,Birmingham City,€20.05m,https://www.transfermarkt.com/birmingham-city/transfers/verein/337/w_s//pos//saison_id/2009,26,€400k,27,€-19.65m
"
  ,12
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/wolverhampton-wanderers/transfers/verein/543/saison_id/2009,Wolverhampton Wanderers,€19.45m,https://www.transfermarkt.com/wolverhampton-wanderers/transfers/verein/543/w_s//pos//saison_id/2009,32,€870k,26,€-18.58m
"
  ,13
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/saison_id/2009,Wigan Athletic,€18.44m,https://www.transfermarkt.com/wigan-athletic/transfers/verein/1071/w_s//pos//saison_id/2009,18,€25.98m,18,€7.55m
"
  ,14
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/hull-city/transfers/verein/3008/saison_id/2009,Hull City,€14.85m,https://www.transfermarkt.com/hull-city/transfers/verein/3008/w_s//pos//saison_id/2009,20,€16.20m,25,€1.35m
"
  ,15
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-burnley/transfers/verein/1132/saison_id/2009,Burnley FC,€13.54m,https://www.transfermarkt.com/fc-burnley/transfers/verein/1132/w_s//pos//saison_id/2009,33,€90k,19,€-13.45m
"
  ,16
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/saison_id/2009,Blackburn Rovers,€13.28m,https://www.transfermarkt.com/blackburn-rovers/transfers/verein/164/w_s//pos//saison_id/2009,39,€36.65m,35,€23.37m
"
  ,17
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/saison_id/2009,Arsenal FC,€12.00m,https://www.transfermarkt.com/fc-arsenal/transfers/verein/11/w_s//pos//saison_id/2009,13,€47.70m,13,€35.70m
"
  ,18
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/saison_id/2009,Bolton Wanderers,€12.00m,https://www.transfermarkt.com/bolton-wanderers/transfers/verein/355/w_s//pos//saison_id/2009,25,€2.00m,15,€-10.00m
"
  ,19
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/saison_id/2009,Portsmouth FC,€10.56m,https://www.transfermarkt.com/fc-portsmouth/transfers/verein/1020/w_s//pos//saison_id/2009,32,€52.05m,35,€41.49m
"
  ,20
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-fulham/transfers/verein/931/saison_id/2009,Fulham FC,€7.11m,https://www.transfermarkt.com/fc-fulham/transfers/verein/931/w_s//pos//saison_id/2009,27,-,24,€-7.11m
"
  ,1
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/manchester-city/transfers/verein/281/saison_id/2010,Manchester City,€183.61m,https://www.transfermarkt.com/manchester-city/transfers/verein/281/w_s//pos//saison_id/2010,33,€40.15m,26,€-143.46m
"
  ,2
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/saison_id/2010,Chelsea FC,€121.50m,https://www.transfermarkt.com/fc-chelsea/transfers/verein/631/w_s//pos//saison_id/2010,19,€16.50m,21,€-105.00m
"
  ,3
  
  
  
  
  
  
  
  
",https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/saison_id/2010,Liverpool FC,€97.73m,https://www.transfermarkt.com/fc-liverpool/transfers/verein/31/w_s//pos//saison_id/2010,21,€101.50m,24,€3.78m
